,TotalFinishedArea,LivingUnits,SaleYear,SaleMonth,AssrLandUse_APT FOUR,AssrLandUse_CONDOMINIMUM,AssrLandUse_MULTI DWLG,AssrLandUse_ONE FAMILY,AssrLandUse_THREE FAMILY,AssrLandUse_TWO FAMILY,intercept
0,-0.022939873622741375,0.02276171042022033,0.08412424758418303,0.01600383186575523,0.007321230903966952,0.008261481668472353,-0.0016385012592917475,-0.0006344893106245928,-0.0009998323790952612,-0.007544085212278711,1.0875858231546123
