TotalFinishedArea,LivingUnits,TotalAppraisedValue,SaleYear,SaleMonth,PriceRatio,AssrLandUse_APT FOUR,AssrLandUse_CONDOMINIMUM,AssrLandUse_MULTI DWLG,AssrLandUse_ONE FAMILY,AssrLandUse_THREE FAMILY,AssrLandUse_TWO FAMILY
905.0,1.0,67300,2023,11,1.337295690936107,False,True,False,False,False,False
3162.0,2.0,280400,2022,7,1.2838801711840229,False,False,False,False,False,True
3242.40001,2.0,255500,2023,11,1.4090019569471623,False,False,False,False,False,True
2841.60001,1.0,274900,2020,12,0.8981447799199709,False,False,False,True,False,False
1260.0,1.0,137100,2020,10,0.87527352297593,False,False,False,True,False,False
1023.0,1.0,163200,2021,5,1.02328431372549,False,False,False,True,False,False
1782.0,2.0,213700,2022,12,1.0996724379971925,False,False,False,False,False,True
1550.0,2.0,221300,2021,4,1.0845006778129236,False,False,False,False,False,True
1600.0,2.0,179700,2023,9,1.391207568169171,False,False,False,False,False,True
1041.60001,1.0,168700,2023,3,1.066982809721399,False,False,False,True,False,False
1272.0,1.0,192900,2021,3,1.1923276308968378,False,False,False,True,False,False
1041.60001,1.0,173600,2022,12,1.1232718894009217,False,False,False,True,False,False
1664.0,1.0,224400,2021,9,1.1675579322638143,False,False,False,True,False,False
1400.0,1.0,234500,2021,3,1.023454157782516,False,False,False,True,False,False
1344.0,1.0,170700,2023,4,1.1716461628588166,False,False,False,True,False,False
1342.0,1.0,160700,2021,12,1.393901680149347,False,False,False,True,False,False
900.0,1.0,162300,2022,10,1.361675908810844,False,False,False,True,False,False
1349.0,1.0,199000,2022,4,1.2814070351758795,False,False,False,True,False,False
1040.20001,1.0,165600,2022,3,1.147342995169082,False,False,False,True,False,False
1246.0,1.0,165700,2022,12,0.9052504526252264,False,False,False,True,False,False
1246.0,1.0,167100,2021,8,1.071214841412328,False,False,False,True,False,False
2772.0,2.0,278700,2024,1,1.2558306422676713,False,False,False,False,False,True
1710.0,2.0,213900,2020,11,0.8648901355773726,False,False,False,False,False,True
3119.60001,2.0,253200,2023,10,1.382306477093207,False,False,False,False,False,True
4468.80002,3.0,293500,2022,5,1.192504258943782,False,False,False,False,True,False
2792.0,4.0,219800,2023,10,1.3876251137397635,True,False,False,False,False,False
4075.5,3.0,319400,2020,10,1.0175328741390106,False,False,False,False,True,False
3429.0,3.0,252100,2022,6,1.190003966679889,False,False,False,False,True,False
3792.0,3.0,267100,2021,4,1.0370647697491575,False,False,False,False,True,False
1912.75,2.0,216000,2021,4,1.2037037037037035,False,False,False,False,False,True
1290.125,1.0,182700,2022,6,1.4668856048166392,False,False,False,True,False,False
3455.5,3.0,260300,2023,7,1.2485593545908569,False,False,False,False,True,False
3744.0,3.0,271300,2021,8,1.1610762992996682,False,False,False,False,True,False
850.0,1.0,64100,2021,10,1.24804992199688,False,True,False,False,False,False
925.0,1.0,65300,2022,12,1.08728943338438,False,True,False,False,False,False
925.0,1.0,65300,2022,4,1.1944869831546707,False,True,False,False,False,False
925.0,1.0,65300,2022,5,1.3476263399693722,False,True,False,False,False,False
925.0,1.0,65300,2021,3,1.0719754977029097,False,True,False,False,False,False
3166.0,4.0,248500,2023,8,1.3199195171026157,True,False,False,False,False,False
2606.40001,2.0,255600,2022,8,1.2871674491392802,False,False,False,False,False,True
3711.75,2.0,288400,2021,3,1.0922330097087378,False,False,False,False,False,True
3298.0,3.0,249600,2020,12,1.2419871794871795,False,False,False,False,True,False
3152.5,3.0,227000,2024,4,1.2114537444933922,False,False,False,False,True,False
708.0,1.0,67100,2023,1,1.3710879284649775,False,True,False,False,False,False
708.0,1.0,69800,2023,10,1.2750716332378222,False,True,False,False,False,False
907.0,1.0,84600,2022,8,0.9810874704491724,False,True,False,False,False,False
726.0,1.0,78200,2022,5,0.7033248081841432,False,True,False,False,False,False
907.0,1.0,95000,2020,10,1.0526315789473684,False,True,False,False,False,False
858.0,1.0,83700,2022,10,0.9581839904420548,False,True,False,False,False,False
3577.5,2.0,288700,2021,8,1.035677173536543,False,False,False,False,False,True
3784.25,2.0,289100,2024,9,0.7782774126599793,False,False,False,False,False,True
1044.0,1.0,164600,2023,5,1.069258809234508,False,False,False,True,False,False
2320.0,3.0,210700,2022,8,1.210251542477456,False,False,False,False,True,False
2811.25,3.0,299100,2022,7,1.3540621865596791,False,False,False,False,True,False
2578.75,3.0,244900,2020,12,1.245406288280931,False,False,False,False,True,False
2715.0,2.0,229400,2023,8,1.2637314734088927,False,False,False,False,False,True
4116.0,3.0,242300,2021,3,0.9900949236483698,False,False,False,False,True,False
2307.0,2.0,236900,2021,3,0.907555930772478,False,False,False,False,False,True
2530.0,2.0,244900,2021,4,0.8574928542262148,False,False,False,False,False,True
3780.0,3.0,248800,2023,4,1.4067524115755627,False,False,False,False,True,False
3780.0,3.0,248800,2021,2,1.105305466237942,False,False,False,False,True,False
1592.625,1.0,147100,2022,12,1.3596193065941535,False,False,False,True,False,False
2555.0,2.0,237800,2024,2,1.0933557611438185,False,False,False,False,False,True
2080.0,2.0,222800,2022,3,1.05475763016158,False,False,False,False,False,True
1932.0,2.0,214300,2024,7,1.297246850209986,False,False,False,False,False,True
2404.80001,2.0,233100,2021,8,1.0725010725010724,False,False,False,False,False,True
3120.0,2.0,135800,2023,9,1.0309278350515465,False,False,False,False,False,True
3037.20001,2.0,239600,2021,6,0.9849749582637728,False,False,False,False,False,True
2734.5,3.0,239900,2020,12,1.000416840350146,False,False,False,False,True,False
3558.5,3.0,282400,2021,6,1.1685552407932012,False,False,False,False,True,False
2619.25,3.0,228300,2022,10,1.3797634691195797,False,False,False,False,True,False
3080.0,3.0,249300,2023,8,1.4039310068190936,False,False,False,False,True,False
2193.0,2.0,291300,2024,5,1.4074836937864743,False,False,False,False,False,True
4028.0,3.0,236600,2024,2,1.4792899408284024,False,False,False,False,True,False
1328.0,1.0,163000,2022,12,1.2263803680981595,False,False,False,True,False,False
1312.0,1.0,181200,2022,8,1.379690949227373,False,False,False,True,False,False
2638.5,3.0,230500,2023,8,0.6724511930585684,False,False,False,False,True,False
2638.5,3.0,230500,2023,8,0.6724511930585684,False,False,False,False,True,False
2612.8,3.0,309000,2021,6,1.0841423948220066,False,False,False,False,True,False
3730.375,3.0,256600,2022,4,1.3639906469212784,False,False,False,False,True,False
4047.0,3.0,276300,2024,3,1.328266377126312,False,False,False,False,True,False
4047.0,3.0,276300,2021,9,0.9952949692363372,False,False,False,False,True,False
3778.5,3.0,239100,2022,5,1.2965286491007946,False,False,False,False,True,False
3182.40001,3.0,242700,2021,2,0.9064688916357644,False,False,False,False,True,False
1456.0,1.0,197700,2023,4,1.1760242792109257,False,False,False,True,False,False
3751.0,3.0,235800,2020,12,1.0390161153519932,False,False,False,False,True,False
3726.0,2.0,154200,2021,8,1.264591439688716,False,False,False,False,False,True
4380.0,3.0,269000,2020,11,0.9479553903345724,False,False,False,False,True,False
4392.0,2.0,221000,2021,7,0.6108597285067874,False,False,False,False,False,True
2794.0,2.0,241100,2020,12,0.9954375777685608,False,False,False,False,False,True
3042.75,2.0,188100,2021,12,0.6379585326953748,False,False,False,False,False,True
2732.0,2.0,250200,2020,12,1.09912070343725,False,False,False,False,False,True
3642.0,2.0,213900,2022,5,0.874240299205236,False,False,False,False,False,True
2336.0,2.0,203500,2021,11,1.375921375921376,False,False,False,False,False,True
3588.0,3.0,269800,2022,1,1.278724981467754,False,False,False,False,True,False
3069.0,3.0,102300,2021,12,0.7820136852394917,False,False,False,False,True,False
3891.0,3.0,216000,2022,3,1.1342592592592593,False,False,False,False,True,False
3891.0,3.0,216000,2023,5,1.1921296296296295,False,False,False,False,True,False
3262.5,2.0,227200,2021,3,0.7922535211267606,False,False,False,False,False,True
3275.5,3.0,230700,2020,11,0.9817945383615084,False,False,False,False,True,False
3668.0,3.0,210900,2023,3,1.3703176861071598,False,False,False,False,True,False
3342.75,3.0,250700,2021,7,1.0849621061029118,False,False,False,False,True,False
3668.0,3.0,244800,2021,6,1.1029411764705883,False,False,False,False,True,False
2400.0,2.0,216500,2023,4,1.3579676674364896,False,False,False,False,False,True
3691.20002,3.0,258800,2023,4,1.1823802163833077,False,False,False,False,True,False
3962.0,3.0,267500,2021,11,1.158878504672897,False,False,False,False,True,False
2145.0,3.0,140700,2021,5,1.0149253731343284,False,False,False,False,True,False
2655.0,1.0,239800,2022,6,1.0508757297748124,False,False,False,True,False,False
2448.0,2.0,205700,2024,8,1.3125911521633449,False,False,False,False,False,True
2032.20001,1.0,121900,2021,1,0.8203445447087777,False,False,False,True,False,False
3150.0,3.0,223000,2020,12,1.0089686098654709,False,False,False,False,True,False
3597.5,3.0,232100,2023,3,1.2494614390348988,False,False,False,False,True,False
2950.0,2.0,161100,2023,9,1.3656114214773432,False,False,False,False,False,True
2365.0,3.0,180700,2022,9,1.2728278915329274,False,False,False,False,True,False
2552.0,3.0,177600,2022,9,1.266891891891892,False,False,False,False,True,False
2960.0,3.0,230600,2021,1,0.9150043365134432,False,False,False,False,True,False
3055.0,2.0,247800,2022,5,1.3720742534301855,False,False,False,False,False,True
2211.60001,2.0,189200,2022,1,1.0835095137420718,False,False,False,False,False,True
574.0,1.0,31600,2023,2,1.3291139240506329,False,True,False,False,False,False
2198.40001,2.0,199800,2021,9,0.8886886886886887,False,False,False,False,False,True
2198.40001,2.0,199800,2022,11,1.3013013013013013,False,False,False,False,False,True
2340.0,2.0,210000,2022,11,1.223809523809524,False,False,False,False,False,True
3802.5,3.0,256600,2021,6,0.8593141075604053,False,False,False,False,True,False
3927.0,3.0,257000,2022,2,1.2023346303501945,False,False,False,False,True,False
3852.0,3.0,296700,2021,7,1.0448264239973035,False,False,False,False,True,False
3384.75,3.0,193600,2022,2,0.8264462809917356,False,False,False,False,True,False
2883.0,3.0,210100,2021,1,0.9281294621608758,False,False,False,False,True,False
2736.5,3.0,198200,2022,3,1.2764883955600403,False,False,False,False,True,False
3810.0,3.0,234400,2023,7,1.386518771331058,False,False,False,False,True,False
3810.0,3.0,234400,2023,7,1.17320819112628,False,False,False,False,True,False
3410.0,3.0,244700,2021,4,1.1442582754393134,False,False,False,False,True,False
2491.40001,2.0,207400,2021,10,1.2054001928640308,False,False,False,False,False,True
2268.00001,2.0,202500,2023,5,1.3876543209876544,False,False,False,False,False,True
2093.0,2.0,209000,2022,9,1.1196172248803828,False,False,False,False,False,True
1843.20001,2.0,207900,2020,10,1.034151034151034,False,False,False,False,False,True
2160.0,2.0,224700,2023,11,1.1949265687583444,False,False,False,False,False,True
1349.0,1.0,184800,2020,11,1.001082251082251,False,False,False,True,False,False
3678.0,3.0,241800,2023,7,1.261373035566584,False,False,False,False,True,False
3716.0,3.0,259500,2024,4,0.9267822736030829,False,False,False,False,True,False
4050.0,3.0,273700,2024,4,0.8118414322250639,False,False,False,False,True,False
3316.0,2.0,147300,2022,1,0.9504412763068568,False,False,False,False,False,True
3707.5,3.0,219400,2024,4,0.983947128532361,False,False,False,False,True,False
1734.0,1.0,186900,2023,8,1.3643659711075442,False,False,False,True,False,False
2349.0,2.0,134400,2023,7,1.1160714285714286,False,False,False,False,False,True
2349.0,2.0,134400,2024,7,1.1160714285714286,False,False,False,False,False,True
2352.0,2.0,289700,2022,3,1.0079392474974112,False,False,False,False,False,True
2352.0,2.0,289700,2021,3,0.5902657921988264,False,False,False,False,False,True
2320.0,2.0,223000,2023,9,0.852017937219731,False,False,False,False,False,True
1662.40001,1.0,172800,2023,11,1.3310185185185186,False,False,False,True,False,False
3370.0,2.0,253400,2022,4,1.2036306235201262,False,False,False,False,False,True
912.0,1.0,48100,2022,1,0.5197505197505198,False,True,False,False,False,False
940.0,1.0,87300,2022,5,1.2027491408934707,False,True,False,False,False,False
1175.0,1.0,89800,2021,3,1.1692650334075725,False,True,False,False,False,False
940.0,1.0,87300,2023,11,1.3745704467353952,False,True,False,False,False,False
940.0,1.0,87300,2021,7,1.0538373424971363,False,True,False,False,False,False
975.0,1.0,88000,2023,12,1.3977272727272727,False,True,False,False,False,False
1251.0,1.0,93700,2023,12,1.472785485592316,False,True,False,False,False,False
940.0,1.0,87800,2023,1,1.2528473804100229,False,True,False,False,False,False
940.0,1.0,87300,2022,7,1.0996563573883162,False,True,False,False,False,False
2884.0,2.0,331300,2021,5,0.8300633866586176,False,False,False,False,False,True
3199.5,3.0,246900,2022,10,1.1239368165249088,False,False,False,False,True,False
1552.0,1.0,183500,2020,10,0.6648501362397821,False,False,False,True,False,False
3712.0,3.0,255800,2023,4,1.1727912431587175,False,False,False,False,True,False
3042.5,3.0,226100,2022,10,1.2826183104820876,False,False,False,False,True,False
3194.0,3.0,219500,2022,1,1.1389521640091116,False,False,False,False,True,False
3696.0,3.0,260400,2021,2,0.65284178187404,False,False,False,False,True,False
3187.5,3.0,211300,2021,5,0.7572172266919073,False,False,False,False,True,False
3235.0,2.0,247600,2021,3,0.9693053311793216,False,False,False,False,False,True
3220.75,3.0,213300,2020,12,0.9681200187529302,False,False,False,False,True,False
3350.5,3.0,264800,2022,4,1.1895770392749243,False,False,False,False,True,False
912.0,1.0,145200,2021,2,0.8475137741046832,False,False,False,True,False,False
3856.0,2.0,248100,2020,10,1.068117694478033,False,False,False,False,False,True
2592.5,2.0,227000,2024,7,1.1894273127753303,False,False,False,False,False,True
4068.0,3.0,281100,2021,10,1.1383849163998576,False,False,False,False,True,False
3937.60002,2.0,277800,2024,5,1.349892008639309,False,False,False,False,False,True
3084.0,2.0,245600,2022,12,1.3232899022801303,False,False,False,False,False,True
3283.0,3.0,220200,2024,4,1.1353315168029066,False,False,False,False,True,False
1491.0,2.0,170100,2022,2,0.993533215755438,False,False,False,False,False,True
3570.0,3.0,250800,2021,4,0.9649122807017544,False,False,False,False,True,False
3570.0,3.0,250800,2022,4,1.335725677830941,False,False,False,False,True,False
3510.0,3.0,297300,2022,2,1.093171880255634,False,False,False,False,True,False
1138.0,1.0,171900,2023,11,1.3961605584642234,False,False,False,True,False,False
4133.0,3.0,269700,2022,7,1.0307749351130886,False,False,False,False,True,False
3938.0,3.0,232200,2022,7,1.1972437553832902,False,False,False,False,True,False
3705.0,3.0,292800,2021,9,0.9562841530054644,False,False,False,False,True,False
2885.0,3.0,272100,2020,11,0.6982726938625505,False,False,False,False,True,False
2892.0,3.0,237500,2022,4,1.326315789473684,False,False,False,False,True,False
3588.75,3.0,253300,2024,4,0.986971969996052,False,False,False,False,True,False
3660.25,3.0,261300,2021,1,0.8878683505549178,False,False,False,False,True,False
3660.25,3.0,261300,2021,9,1.2629161882893227,False,False,False,False,True,False
1822.80001,2.0,196700,2022,4,1.1438739196746317,False,False,False,False,False,True
2942.5,3.0,231100,2022,1,1.3630463003028992,False,False,False,False,True,False
3324.0,3.0,285200,2024,4,1.4551192145862553,False,False,False,False,True,False
1462.80001,1.0,165100,2023,1,0.9179285281647488,False,False,False,True,False,False
2093.0,2.0,209900,2023,1,1.3434969032872797,False,False,False,False,False,True
3428.5,3.0,256600,2021,7,1.0366328916601717,False,False,False,False,True,False
2790.0,4.0,279400,2020,12,1.0737294201861132,True,False,False,False,False,False
1014.0,1.0,162100,2020,11,0.9407772979642196,False,False,False,True,False,False
3147.0,3.0,250600,2022,2,1.149241819632881,False,False,False,False,True,False
1008.0,1.0,166900,2021,10,1.1084481725584183,False,False,False,True,False,False
3693.0,3.0,260700,2023,2,1.23590333716916,False,False,False,False,True,False
3942.0,3.0,275500,2020,10,0.9800362976406534,False,False,False,False,True,False
3789.0,3.0,275800,2020,12,1.1783901377810009,False,False,False,False,True,False
2600.0,2.0,259000,2021,7,1.196911196911197,False,False,False,False,False,True
3588.0,3.0,260500,2021,7,1.151631477927063,False,False,False,False,True,False
3588.0,3.0,260500,2024,5,1.4452975047984644,False,False,False,False,True,False
1136.0,1.0,164800,2022,9,1.0315533980582523,False,False,False,True,False,False
1620.0,1.0,173900,2021,7,1.1500862564692351,False,False,False,True,False,False
1546.0,1.0,151300,2022,5,0.9847984137475216,False,False,False,True,False,False
820.0,1.0,47800,2020,10,1.00418410041841,False,True,False,False,False,False
879.0,1.0,48500,2021,9,1.134020618556701,False,True,False,False,False,False
2208.0,2.0,228400,2022,8,1.138353765323993,False,False,False,False,False,True
2548.0,2.0,230700,2022,9,1.1270047680970958,False,False,False,False,False,True
4063.5,3.0,268200,2022,9,1.0253542132736764,False,False,False,False,True,False
2995.20001,2.0,330500,2023,9,1.2556732223903178,False,False,False,False,False,True
2995.20001,2.0,330500,2023,2,0.6656580937972768,False,False,False,False,False,True
3220.0,3.0,309200,2021,7,1.034928848641656,False,False,False,False,True,False
3726.0,3.0,289500,2021,8,1.084628670120898,False,False,False,False,True,False
2040.00001,2.0,222600,2024,9,0.9299191374663072,False,False,False,False,False,True
762.0,1.0,44700,2023,4,1.45413870246085,False,True,False,False,False,False
3666.0,3.0,267500,2021,11,1.1214953271028036,False,False,False,False,True,False
4495.5,3.0,314300,2020,12,1.0181355392936684,False,False,False,False,True,False
1323.0,1.0,177300,2024,6,1.2464749012972365,False,False,False,True,False,False
1933.60001,1.0,214100,2021,4,1.0135450723960766,False,False,False,True,False,False
2145.60001,2.0,248200,2020,10,0.9951651893634166,False,False,False,False,False,True
1510.80001,1.0,176700,2022,8,1.1488398415393322,False,False,False,True,False,False
3402.0,3.0,295600,2023,1,1.0825439783491204,False,False,False,False,True,False
3400.5,3.0,304700,2021,10,1.0502133245815557,False,False,False,False,True,False
2215.50001,2.0,227000,2024,3,1.497797356828194,False,False,False,False,False,True
1690.10001,1.0,227700,2024,7,1.2955643390426,False,False,False,True,False,False
875.0,1.0,162200,2022,2,1.0782983970406903,False,False,False,True,False,False
1680.0,1.0,164800,2023,3,0.6067961165048543,False,False,False,True,False,False
3850.0,3.0,302100,2021,10,1.125455147302218,False,False,False,False,True,False
1032.0,1.0,178500,2021,10,1.1764705882352942,False,False,False,True,False,False
1032.0,1.0,178500,2020,12,0.5378151260504201,False,False,False,True,False,False
1279.5,1.0,161000,2021,5,0.8074534161490683,False,False,False,True,False,False
3864.0,3.0,207600,2021,10,1.4450867052023122,False,False,False,False,True,False
2808.00001,2.0,248500,2021,8,1.0663983903420524,False,False,False,False,False,True
2373.20001,2.0,223600,2021,11,0.6932021466905188,False,False,False,False,False,True
2373.20001,2.0,223600,2023,1,1.2745974955277282,False,False,False,False,False,True
1386.0,1.0,123900,2020,12,1.0080710250201776,False,False,False,True,False,False
2188.80001,2.0,234500,2024,2,1.3219616204690832,False,False,False,False,False,True
1509.60001,1.0,177500,2023,12,1.2394366197183098,False,False,False,True,False,False
2185.0,2.0,237000,2024,6,0.9957805907172996,False,False,False,False,False,True
1834.0,2.0,228400,2021,4,0.9632224168126094,False,False,False,False,False,True
720.0,1.0,154400,2022,2,1.0939119170984457,False,False,False,True,False,False
3641.875,3.0,331600,2022,7,1.2665862484921593,False,False,False,False,True,False
2392.80001,2.0,238300,2022,4,0.9232060428031892,False,False,False,False,False,True
3196.0,3.0,250300,2020,10,0.9388733519776268,False,False,False,False,True,False
2322.00001,2.0,243800,2022,11,1.0049220672682526,False,False,False,False,False,True
4020.0,3.0,290500,2022,12,0.9225473321858864,False,False,False,False,True,False
2472.5,3.0,196800,2021,5,0.9806910569105692,False,False,False,False,True,False
2725.29,2.0,243500,2020,10,1.0882956878850103,False,False,False,False,False,True
1653.00001,1.0,180400,2020,12,1.042128603104213,False,False,False,True,False,False
1697.60001,1.0,157800,2022,10,1.0456273764258557,False,False,False,True,False,False
3744.0,3.0,285100,2021,4,0.9894773763591722,False,False,False,False,True,False
2834.0,2.0,240200,2020,12,0.9950041631973356,False,False,False,False,False,True
1418.125,1.0,173400,2021,12,1.0668973471741638,False,False,False,True,False,False
1092.0,1.0,156400,2022,8,0.981457800511509,False,False,False,True,False,False
1092.0,1.0,156400,2023,3,1.4705882352941178,False,False,False,True,False,False
1286.0,1.0,240000,2021,9,0.9291666666666668,False,False,False,True,False,False
1693.00001,1.0,199500,2022,12,1.2531328320802004,False,False,False,True,False,False
1365.0,1.0,189000,2022,8,1.0264550264550265,False,False,False,True,False,False
1319.0,1.0,219800,2021,9,0.6824385805277525,False,False,False,True,False,False
1319.0,1.0,219800,2022,7,1.2734303912647862,False,False,False,True,False,False
1065.60001,1.0,203200,2023,9,0.9596456692913384,False,False,False,True,False,False
1065.60001,1.0,203200,2024,9,1.37746062992126,False,False,False,True,False,False
1532.0,1.0,180600,2022,3,1.3006644518272426,False,False,False,True,False,False
2392.0,2.0,219400,2021,4,0.9571558796718322,False,False,False,False,False,True
2392.0,2.0,238200,2022,9,1.2174643157010916,False,False,False,False,False,True
1352.0,1.0,185500,2021,12,1.159029649595687,False,False,False,True,False,False
1404.0,1.0,159600,2022,10,1.0651629072681703,False,False,False,True,False,False
1404.0,1.0,159600,2022,8,1.037562656641604,False,False,False,True,False,False
3349.5,3.0,256300,2023,4,1.3655872024970737,False,False,False,False,True,False
2364.0,2.0,298500,2023,5,1.105527638190955,False,False,False,False,False,True
2496.0,2.0,242600,2021,8,0.5770816158285244,False,False,False,False,False,True
3432.0,3.0,286600,2024,5,1.3433356594556871,False,False,False,False,True,False
2616.0,2.0,278500,2022,10,1.220825852782765,False,False,False,False,False,True
1147.5,1.0,156100,2023,9,1.0698270339525946,False,False,False,True,False,False
2392.0,2.0,284500,2022,12,1.1244288224956065,False,False,False,False,False,True
1040.0,1.0,194000,2024,6,1.4742268041237114,False,False,False,True,False,False
1958.0,1.0,221900,2021,6,1.1090581342947274,False,False,False,True,False,False
1761.80001,1.0,222800,2023,9,0.9290843806104128,False,False,False,True,False,False
1815.0,1.0,218300,2021,12,1.179569399908383,False,False,False,True,False,False
1280.0,1.0,195400,2021,8,1.0747185261003072,False,False,False,True,False,False
1857.125,1.0,224100,2020,11,1.0263275323516288,False,False,False,True,False,False
1644.00001,1.0,179400,2023,10,1.1259754738015608,False,False,False,True,False,False
2954.875,1.0,291100,2021,10,0.9653040192373756,False,False,False,True,False,False
1260.0,1.0,185500,2022,3,1.2663072776280324,False,False,False,True,False,False
912.0,1.0,165800,2022,3,1.3872135102533172,False,False,False,True,False,False
1170.0,1.0,181000,2024,7,1.408839779005525,False,False,False,True,False,False
948.0,1.0,163500,2024,8,1.345565749235474,False,False,False,True,False,False
1038.5,1.0,168900,2021,3,1.1249259917110717,False,False,False,True,False,False
1038.5,1.0,168900,2023,3,1.3025458851391356,False,False,False,True,False,False
1374.25,1.0,187300,2021,11,1.169247197010144,False,False,False,True,False,False
2282.40001,1.0,186800,2021,10,1.1241970021413277,False,False,False,True,False,False
1914.0,1.0,215800,2024,2,1.4365152919369786,False,False,False,True,False,False
1084.0,1.0,180800,2022,8,1.0508849557522124,False,False,False,True,False,False
1344.0,1.0,176800,2023,1,1.3574660633484164,False,False,False,True,False,False
1470.0,1.0,211000,2022,4,1.2322274881516588,False,False,False,True,False,False
1626.0,1.0,205300,2022,10,1.3390160740379933,False,False,False,True,False,False
1148.0,1.0,206800,2022,7,0.7038442940038685,False,False,False,True,False,False
1148.0,1.0,206800,2024,5,1.1363636363636365,False,False,False,True,False,False
1607.0,1.0,188800,2020,11,1.048728813559322,False,False,False,True,False,False
1248.0,1.0,213400,2024,7,1.3823805060918464,False,False,False,True,False,False
1539.0,1.0,206700,2022,10,1.359458151910982,False,False,False,True,False,False
1789.20001,1.0,199600,2021,1,0.8767535070140281,False,False,False,True,False,False
1363.0,1.0,203200,2023,9,1.1318897637795275,False,False,False,True,False,False
2868.5,2.0,252300,2022,5,0.9116131589377724,False,False,False,False,False,True
1615.0,1.0,182400,2022,9,1.019736842105263,False,False,False,True,False,False
1309.0,1.0,185100,2022,11,1.1880064829821717,False,False,False,True,False,False
1460.0,1.0,204700,2024,1,1.2212994626282363,False,False,False,True,False,False
1525.5,1.0,213200,2024,4,1.3367729831144466,False,False,False,True,False,False
1176.00001,1.0,177800,2021,12,1.2092238470191226,False,False,False,True,False,False
1329.0,1.0,186000,2023,10,1.3709677419354838,False,False,False,True,False,False
1552.0,1.0,201400,2024,3,0.99304865938431,False,False,False,True,False,False
1628.0,1.0,199200,2024,5,1.3052208835341366,False,False,False,True,False,False
1757.0,1.0,199400,2021,12,1.1283851554663993,False,False,False,True,False,False
1608.0,1.0,217800,2024,3,1.4003673094582183,False,False,False,True,False,False
1680.0,2.0,234900,2023,12,1.191996594295445,False,False,False,False,False,True
1680.0,2.0,234900,2022,9,0.6625500212856534,False,False,False,False,False,True
1708.0,1.0,201400,2021,7,1.0178748758689176,False,False,False,True,False,False
1184.0,1.0,177900,2021,6,0.8768971332209107,False,False,False,True,False,False
1096.0,1.0,175700,2021,4,0.7683551508252704,False,False,False,True,False,False
1096.0,1.0,175700,2021,11,1.1667615253272623,False,False,False,True,False,False
1564.0,1.0,190200,2021,2,0.998422712933754,False,False,False,True,False,False
1636.0,1.0,212200,2021,11,1.1649387370405275,False,False,False,True,False,False
1450.0,1.0,202400,2024,4,1.017786561264822,False,False,False,True,False,False
1516.0,1.0,217700,2024,4,1.4469453376205788,False,False,False,True,False,False
1557.0,1.0,193500,2021,6,1.1886304909560723,False,False,False,True,False,False
1340.75,1.0,181800,2021,4,0.9130913091309132,False,False,False,True,False,False
1192.0,1.0,190800,2023,10,0.7337526205450734,False,False,False,True,False,False
1192.0,1.0,190800,2024,2,1.3888888888888888,False,False,False,True,False,False
1192.0,1.0,190800,2023,10,0.6551362683438156,False,False,False,True,False,False
3500.0,3.0,285600,2022,3,0.7002801120448179,False,False,False,False,True,False
1878.0,1.0,193300,2024,3,1.4433523021210553,False,False,False,True,False,False
1464.00001,1.0,189900,2023,10,1.4744602422327542,False,False,False,True,False,False
1722.0,1.0,200700,2021,3,1.0214250124564026,False,False,False,True,False,False
2055.0,1.0,266500,2021,6,1.00187617260788,False,False,False,True,False,False
1544.0,1.0,194800,2022,4,1.1550308008213552,False,False,False,True,False,False
912.0,1.0,178400,2021,9,1.008408071748879,False,False,False,True,False,False
1461.0,1.0,196600,2022,2,1.2004069175991865,False,False,False,True,False,False
2850.0,2.0,306200,2024,8,0.9307642064010452,False,False,False,False,False,True
1333.0,1.0,199600,2020,11,0.9719438877755512,False,False,False,True,False,False
1562.0,1.0,224300,2020,10,0.8894337940258582,False,False,False,True,False,False
1315.0,1.0,206000,2021,9,1.1650485436893203,False,False,False,True,False,False
2548.0,2.0,223000,2023,4,1.2331838565022422,False,False,False,False,False,True
1144.0,1.0,184700,2021,3,1.028695181375203,False,False,False,True,False,False
1260.00001,1.0,111200,2021,2,1.079136690647482,False,False,False,True,False,False
1041.60001,1.0,197300,2023,5,1.1910795742524074,False,False,False,True,False,False
1041.60001,1.0,197300,2022,10,0.6340598073998986,False,False,False,True,False,False
1333.0,1.0,184300,2022,8,1.1937059142702116,False,False,False,True,False,False
1116.0,1.0,197500,2021,6,1.0126582278481011,False,False,False,True,False,False
3487.5,3.0,267600,2024,9,1.382660687593423,False,False,False,False,True,False
1040.20001,1.0,171600,2021,8,1.0518648018648018,False,False,False,True,False,False
3483.0,3.0,272300,2021,4,1.0815277267719428,False,False,False,False,True,False
1996.0,2.0,231200,2021,1,1.180795847750865,False,False,False,False,False,True
2670.0,2.0,270900,2022,7,1.1074197120708749,False,False,False,False,False,True
1388.40001,1.0,171000,2021,2,0.9181286549707602,False,False,False,True,False,False
3705.0,3.0,281900,2022,9,1.191912025540972,False,False,False,False,True,False
4076.0,3.0,322100,2021,12,1.213908723998758,False,False,False,False,True,False
4076.0,3.0,322100,2021,5,0.5402049053089103,False,False,False,False,True,False
3726.0,3.0,270300,2021,2,1.1513133555308916,False,False,False,False,True,False
1824.0,4.0,169800,2023,9,1.1189634864546525,True,False,False,False,False,False
3588.0,3.0,295800,2021,9,1.0649087221095337,False,False,False,False,True,False
3432.0,3.0,274800,2022,3,1.0116448326055314,False,False,False,False,True,False
