TotalFinishedArea,LivingUnits,SaleDate,SalePrice,TotalAppraisedValue,AssrLandUse,PriceRatio
1304.0,1.0,2022/06/02 00:00:00+00,90000.0,61900,CONDOMINIMUM,1.4539579967689822
1082.0,1.0,2021/12/15 00:00:00+00,155000.0,177300,ONE FAMILY,0.874224478285392
3112.00001,2.0,2021/01/20 00:00:00+00,260000.0,239600,TWO FAMILY,1.0851419031719534
1526.0,1.0,2021/11/08 00:00:00+00,158500.0,195600,ONE FAMILY,0.8103271983640081
2634.0,2.0,2023/12/14 00:00:00+00,350000.0,271100,TWO FAMILY,1.2910365178900776
1772.0,1.0,2022/05/31 00:00:00+00,187000.0,181900,ONE FAMILY,1.02803738317757
2648.0,2.0,2021/01/22 00:00:00+00,240000.0,248000,TWO FAMILY,0.967741935483871
3445.0,2.0,2022/09/19 00:00:00+00,212000.0,268900,TWO FAMILY,0.7883971736705094
3194.0,2.0,2024/05/08 00:00:00+00,360000.0,286800,TWO FAMILY,1.2552301255230125
1611.0,1.0,2022/10/20 00:00:00+00,150000.0,193600,ONE FAMILY,0.7747933884297521
2090.0,1.0,2021/02/09 00:00:00+00,235000.0,231400,ONE FAMILY,1.0155574762316335
2188.0,1.0,2021/12/14 00:00:00+00,238000.0,263800,ONE FAMILY,0.9021986353297953
2191.0,1.0,2021/11/22 00:00:00+00,250000.0,295800,ONE FAMILY,0.8451656524678837
2857.60001,2.0,2022/12/22 00:00:00+00,290000.0,237800,TWO FAMILY,1.2195121951219512
3237.60001,2.0,2022/09/28 00:00:00+00,260000.0,243900,TWO FAMILY,1.066010660106601
2390.0,2.0,2022/12/21 00:00:00+00,327000.0,228400,TWO FAMILY,1.4316987740805605
1470.0,1.0,2022/08/29 00:00:00+00,267000.0,204400,ONE FAMILY,1.3062622309197651
1594.0,2.0,2022/07/07 00:00:00+00,224000.0,198000,TWO FAMILY,1.1313131313131313
1568.0,1.0,2022/05/11 00:00:00+00,214900.0,207100,ONE FAMILY,1.0376629647513278
5490.0,3.0,2024/03/21 00:00:00+00,450000.0,407400,THREE FAMILY,1.1045655375552283
2975.75,3.0,2020/12/04 00:00:00+00,275000.0,281800,THREE FAMILY,0.9758694109297374
892.0,1.0,2021/12/14 00:00:00+00,220000.0,192400,ONE FAMILY,1.1434511434511434
3355.0,2.0,2020/10/09 00:00:00+00,250000.0,255000,TWO FAMILY,0.9803921568627451
2822.0,3.0,2020/11/05 00:00:00+00,293000.0,235300,THREE FAMILY,1.2452188695282618
1992.0,1.0,2021/09/16 00:00:00+00,280000.0,257100,ONE FAMILY,1.089070400622326
2532.0,2.0,2021/10/05 00:00:00+00,265000.0,245100,TWO FAMILY,1.0811913504691963
2802.0,1.0,2022/11/08 00:00:00+00,325000.0,296700,ONE FAMILY,1.0953825412874958
2605.20001,2.0,2021/04/05 00:00:00+00,310000.0,252100,TWO FAMILY,1.2296707655692185
2418.0,2.0,2021/04/21 00:00:00+00,185000.0,234700,TWO FAMILY,0.7882403067746059
1876.00001,2.0,2021/07/02 00:00:00+00,295000.0,267100,TWO FAMILY,1.1044552602021716
2191.0,1.0,2021/09/01 00:00:00+00,234000.0,236500,ONE FAMILY,0.9894291754756871
2143.625,1.0,2020/12/08 00:00:00+00,192000.0,200000,ONE FAMILY,0.96
3744.0,3.0,2022/12/23 00:00:00+00,305000.0,263700,THREE FAMILY,1.1566173682214638
2572.0,2.0,2023/01/13 00:00:00+00,325000.0,251800,TWO FAMILY,1.2907069102462272
1314.0,1.0,2022/06/28 00:00:00+00,176000.0,177900,ONE FAMILY,0.9893198426082068
1314.0,1.0,2022/11/16 00:00:00+00,233000.0,177900,ONE FAMILY,1.309724564362001
1314.0,1.0,2022/11/16 00:00:00+00,233000.0,177900,ONE FAMILY,1.309724564362001
1894.0,1.0,2023/12/22 00:00:00+00,300000.0,224200,ONE FAMILY,1.3380909901873328
1774.80001,1.0,2021/06/03 00:00:00+00,240000.0,217200,ONE FAMILY,1.1049723756906078
3232.00001,2.0,2022/07/28 00:00:00+00,308000.0,264300,TWO FAMILY,1.1653424139235717
1734.0,1.0,2021/01/11 00:00:00+00,177000.0,199100,ONE FAMILY,0.8890005022601708
3146.40001,2.0,2024/05/20 00:00:00+00,422500.0,306700,TWO FAMILY,1.377567655689599
3266.40001,2.0,2022/05/18 00:00:00+00,183000.0,269500,TWO FAMILY,0.6790352504638218
1432.0,1.0,2022/09/08 00:00:00+00,165000.0,185000,ONE FAMILY,0.8918918918918919
1432.0,1.0,2023/04/25 00:00:00+00,250000.0,185000,ONE FAMILY,1.3513513513513513
3289.5,3.0,2021/05/12 00:00:00+00,232000.0,249500,THREE FAMILY,0.9298597194388778
2832.0,2.0,2021/12/29 00:00:00+00,355000.0,274400,TWO FAMILY,1.293731778425656
2832.0,2.0,2021/08/03 00:00:00+00,205800.0,274400,TWO FAMILY,0.75
1956.0,2.0,2023/09/20 00:00:00+00,275000.0,210000,TWO FAMILY,1.3095238095238095
3537.25,2.0,2024/05/28 00:00:00+00,362000.0,259600,TWO FAMILY,1.394453004622496
3033.20001,2.0,2021/09/08 00:00:00+00,307000.0,298900,TWO FAMILY,1.0270993643358983
3033.20001,2.0,2021/01/14 00:00:00+00,165000.0,298900,TWO FAMILY,0.5520240883238541
898.0,1.0,2021/04/19 00:00:00+00,192000.0,176300,ONE FAMILY,1.0890527509926262
898.0,1.0,2020/11/06 00:00:00+00,102500.0,176300,ONE FAMILY,0.5813953488372093
1400.0,1.0,2024/08/19 00:00:00+00,180000.0,180400,ONE FAMILY,0.9977827050997783
3477.0,3.0,2020/10/23 00:00:00+00,277000.0,291300,THREE FAMILY,0.9509097150703741
1536.0,1.0,2021/08/02 00:00:00+00,210000.0,203200,ONE FAMILY,1.0334645669291338
1323.00001,1.0,2023/06/05 00:00:00+00,145000.0,185700,ONE FAMILY,0.78082929456112
1464.0,1.0,2021/11/15 00:00:00+00,215000.0,186000,ONE FAMILY,1.1559139784946237
1536.0,1.0,2021/10/05 00:00:00+00,225000.0,237300,ONE FAMILY,0.9481668773704172
1488.0,1.0,2021/12/03 00:00:00+00,230000.0,186400,ONE FAMILY,1.2339055793991416
1293.00001,1.0,2021/10/05 00:00:00+00,210000.0,184200,ONE FAMILY,1.1400651465798046
1548.0,1.0,2021/08/31 00:00:00+00,222000.0,191500,ONE FAMILY,1.1592689295039165
3666.0,3.0,2021/01/27 00:00:00+00,280000.0,281600,THREE FAMILY,0.9943181818181818
3510.0,3.0,2020/10/20 00:00:00+00,259000.0,289500,THREE FAMILY,0.8946459412780656
3694.5,3.0,2021/09/24 00:00:00+00,325000.0,301900,THREE FAMILY,1.0765154024511427
2392.0,2.0,2022/04/01 00:00:00+00,235000.0,204100,TWO FAMILY,1.1513963743263107
3173.5,3.0,2024/09/06 00:00:00+00,349000.0,289400,THREE FAMILY,1.2059433310297167
2688.00001,3.0,2024/08/28 00:00:00+00,355000.0,283200,THREE FAMILY,1.2535310734463276
3510.0,3.0,2022/03/28 00:00:00+00,310000.0,281200,THREE FAMILY,1.1024182076813656
3510.0,3.0,2022/02/14 00:00:00+00,285500.0,290500,THREE FAMILY,0.9827882960413081
3508.5,3.0,2021/10/20 00:00:00+00,316000.0,299900,THREE FAMILY,1.0536845615205068
3450.0,3.0,2022/11/02 00:00:00+00,369900.0,272000,THREE FAMILY,1.3599264705882352
3510.0,3.0,2020/12/14 00:00:00+00,220000.0,276300,THREE FAMILY,0.7962359753890699
3510.0,3.0,2022/03/29 00:00:00+00,200000.0,294400,THREE FAMILY,0.6793478260869565
2344.0,2.0,2022/12/28 00:00:00+00,347000.0,234100,TWO FAMILY,1.4822725331055104
2800.80001,2.0,2021/04/05 00:00:00+00,174000.0,249000,TWO FAMILY,0.6987951807228916
2800.80001,2.0,2022/09/30 00:00:00+00,295000.0,249000,TWO FAMILY,1.1847389558232932
2800.80001,2.0,2023/12/14 00:00:00+00,340000.0,249000,TWO FAMILY,1.3654618473895583
2680.80001,2.0,2022/10/04 00:00:00+00,228200.0,228200,TWO FAMILY,1.0
3347.5,3.0,2021/01/26 00:00:00+00,285000.0,252000,THREE FAMILY,1.130952380952381
2816.0,2.0,2024/01/10 00:00:00+00,240000.0,236800,TWO FAMILY,1.0135135135135136
3104.0,2.0,2023/05/02 00:00:00+00,360000.0,257500,TWO FAMILY,1.3980582524271845
1075.20001,1.0,2023/08/25 00:00:00+00,215000.0,149700,ONE FAMILY,1.4362057448229792
3834.0,3.0,2024/01/11 00:00:00+00,450000.0,353900,THREE FAMILY,1.2715456343599887
2912.0,2.0,2023/07/27 00:00:00+00,360000.0,305800,TWO FAMILY,1.1772400261608895
1073.80001,1.0,2023/04/26 00:00:00+00,222000.0,160300,ONE FAMILY,1.3849033063006861
1397.10001,1.0,2023/11/27 00:00:00+00,142005.01,162700,ONE FAMILY,0.8728027658266749
1299.0,1.0,2023/08/03 00:00:00+00,190000.0,167000,ONE FAMILY,1.1377245508982037
1232.0,1.0,2022/08/15 00:00:00+00,130000.0,152500,ONE FAMILY,0.8524590163934426
3822.0,3.0,2022/02/07 00:00:00+00,185000.0,200400,THREE FAMILY,0.9231536926147704
2604.0,2.0,2022/02/16 00:00:00+00,225000.0,237700,TWO FAMILY,0.9465713083718974
993.0,1.0,2021/09/29 00:00:00+00,73500.0,68800,CONDOMINIMUM,1.068313953488372
905.0,1.0,2023/11/20 00:00:00+00,90000.0,67300,CONDOMINIMUM,1.337295690936107
3162.0,2.0,2022/07/15 00:00:00+00,360000.0,280400,TWO FAMILY,1.2838801711840229
3242.40001,2.0,2023/11/08 00:00:00+00,360000.0,255500,TWO FAMILY,1.4090019569471623
2841.60001,1.0,2020/12/18 00:00:00+00,246900.0,274900,ONE FAMILY,0.8981447799199709
1260.0,1.0,2020/10/26 00:00:00+00,120000.0,137100,ONE FAMILY,0.87527352297593
1023.0,1.0,2021/05/11 00:00:00+00,167000.0,163200,ONE FAMILY,1.0232843137254901
1782.0,2.0,2022/12/23 00:00:00+00,235000.0,213700,TWO FAMILY,1.0996724379971923
1550.0,2.0,2021/04/06 00:00:00+00,240000.0,221300,TWO FAMILY,1.0845006778129236
1600.0,2.0,2023/09/20 00:00:00+00,250000.0,179700,TWO FAMILY,1.391207568169171
1041.60001,1.0,2023/03/30 00:00:00+00,180000.0,168700,ONE FAMILY,1.066982809721399
1272.0,1.0,2021/03/01 00:00:00+00,230000.0,192900,ONE FAMILY,1.1923276308968378
1041.60001,1.0,2022/12/08 00:00:00+00,195000.0,173600,ONE FAMILY,1.1232718894009217
1664.0,1.0,2021/09/16 00:00:00+00,262000.0,224400,ONE FAMILY,1.1675579322638145
1400.0,1.0,2021/03/03 00:00:00+00,240000.0,234500,ONE FAMILY,1.023454157782516
1344.0,1.0,2023/04/24 00:00:00+00,200000.0,170700,ONE FAMILY,1.1716461628588166
1342.0,1.0,2021/12/07 00:00:00+00,224000.0,160700,ONE FAMILY,1.3939016801493467
900.0,1.0,2022/10/11 00:00:00+00,221000.0,162300,ONE FAMILY,1.361675908810844
1349.0,1.0,2022/04/11 00:00:00+00,255000.0,199000,ONE FAMILY,1.2814070351758795
1040.20001,1.0,2022/03/28 00:00:00+00,190000.0,165600,ONE FAMILY,1.1473429951690821
1246.0,1.0,2022/12/19 00:00:00+00,150000.0,165700,ONE FAMILY,0.9052504526252263
1246.0,1.0,2021/08/03 00:00:00+00,179000.0,167100,ONE FAMILY,1.071214841412328
2772.0,2.0,2024/01/02 00:00:00+00,350000.0,278700,TWO FAMILY,1.2558306422676713
1710.0,2.0,2020/11/06 00:00:00+00,185000.0,213900,TWO FAMILY,0.8648901355773726
3119.60001,2.0,2023/10/10 00:00:00+00,350000.0,253200,TWO FAMILY,1.382306477093207
4468.80002,3.0,2022/05/10 00:00:00+00,350000.0,293500,THREE FAMILY,1.192504258943782
2792.0,4.0,2023/10/16 00:00:00+00,305000.0,219800,APT FOUR,1.3876251137397635
4075.5,3.0,2020/10/01 00:00:00+00,325000.0,319400,THREE FAMILY,1.0175328741390106
3429.0,3.0,2022/06/01 00:00:00+00,300000.0,252100,THREE FAMILY,1.190003966679889
3792.0,3.0,2021/04/30 00:00:00+00,277000.0,267100,THREE FAMILY,1.0370647697491575
1912.75,2.0,2021/04/15 00:00:00+00,260000.0,216000,TWO FAMILY,1.2037037037037037
1290.125,1.0,2022/06/27 00:00:00+00,268000.0,182700,ONE FAMILY,1.4668856048166392
3455.5,3.0,2023/07/18 00:00:00+00,325000.0,260300,THREE FAMILY,1.2485593545908567
3744.0,3.0,2021/08/03 00:00:00+00,315000.0,271300,THREE FAMILY,1.1610762992996682
850.0,1.0,2021/10/14 00:00:00+00,80000.0,64100,CONDOMINIMUM,1.24804992199688
925.0,1.0,2022/12/30 00:00:00+00,71000.0,65300,CONDOMINIMUM,1.0872894333843799
925.0,1.0,2022/04/06 00:00:00+00,78000.0,65300,CONDOMINIMUM,1.1944869831546707
925.0,1.0,2022/05/11 00:00:00+00,88000.0,65300,CONDOMINIMUM,1.3476263399693722
925.0,1.0,2021/03/03 00:00:00+00,70000.0,65300,CONDOMINIMUM,1.0719754977029097
3166.0,4.0,2023/08/02 00:00:00+00,328000.0,248500,APT FOUR,1.3199195171026157
2606.40001,2.0,2022/08/18 00:00:00+00,329000.0,255600,TWO FAMILY,1.2871674491392802
3711.75,2.0,2021/03/10 00:00:00+00,315000.0,288400,TWO FAMILY,1.0922330097087378
3298.0,3.0,2020/12/02 00:00:00+00,310000.0,249600,THREE FAMILY,1.2419871794871795
3152.5,3.0,2024/04/29 00:00:00+00,275000.0,227000,THREE FAMILY,1.2114537444933922
708.0,1.0,2023/01/10 00:00:00+00,92000.0,67100,CONDOMINIMUM,1.3710879284649777
708.0,1.0,2023/10/10 00:00:00+00,89000.0,69800,CONDOMINIMUM,1.2750716332378222
907.0,1.0,2022/08/15 00:00:00+00,83000.0,84600,CONDOMINIMUM,0.9810874704491725
726.0,1.0,2022/05/03 00:00:00+00,55000.0,78200,CONDOMINIMUM,0.7033248081841432
907.0,1.0,2020/10/19 00:00:00+00,100000.0,95000,CONDOMINIMUM,1.0526315789473684
858.0,1.0,2022/10/03 00:00:00+00,80200.0,83700,CONDOMINIMUM,0.9581839904420549
3577.5,2.0,2021/08/02 00:00:00+00,299000.0,288700,TWO FAMILY,1.035677173536543
3784.25,2.0,2024/09/03 00:00:00+00,225000.0,289100,TWO FAMILY,0.7782774126599793
1044.0,1.0,2023/05/03 00:00:00+00,176000.0,164600,ONE FAMILY,1.069258809234508
2320.0,3.0,2022/08/12 00:00:00+00,255000.0,210700,THREE FAMILY,1.210251542477456
2811.25,3.0,2022/07/20 00:00:00+00,405000.0,299100,THREE FAMILY,1.3540621865596791
2578.75,3.0,2020/12/28 00:00:00+00,305000.0,244900,THREE FAMILY,1.245406288280931
2715.0,2.0,2023/08/29 00:00:00+00,289900.0,229400,TWO FAMILY,1.2637314734088927
4116.0,3.0,2021/03/01 00:00:00+00,239900.0,242300,THREE FAMILY,0.9900949236483698
2307.0,2.0,2021/03/08 00:00:00+00,215000.0,236900,TWO FAMILY,0.9075559307724779
2530.0,2.0,2021/04/21 00:00:00+00,210000.0,244900,TWO FAMILY,0.8574928542262148
3780.0,3.0,2023/04/10 00:00:00+00,350000.0,248800,THREE FAMILY,1.4067524115755627
3780.0,3.0,2021/02/17 00:00:00+00,275000.0,248800,THREE FAMILY,1.105305466237942
1592.625,1.0,2022/12/08 00:00:00+00,200000.0,147100,ONE FAMILY,1.3596193065941535
2555.0,2.0,2024/02/08 00:00:00+00,260000.0,237800,TWO FAMILY,1.0933557611438183
2080.0,2.0,2022/03/15 00:00:00+00,235000.0,222800,TWO FAMILY,1.05475763016158
1932.0,2.0,2024/07/24 00:00:00+00,278000.0,214300,TWO FAMILY,1.297246850209986
2404.80001,2.0,2021/08/05 00:00:00+00,250000.0,233100,TWO FAMILY,1.0725010725010724
3120.0,2.0,2023/09/26 00:00:00+00,140000.0,135800,TWO FAMILY,1.0309278350515463
3037.20001,2.0,2021/06/30 00:00:00+00,236000.0,239600,TWO FAMILY,0.9849749582637729
2734.5,3.0,2020/12/04 00:00:00+00,240000.0,239900,THREE FAMILY,1.0004168403501459
3558.5,3.0,2021/06/21 00:00:00+00,330000.0,282400,THREE FAMILY,1.1685552407932012
2619.25,3.0,2022/10/27 00:00:00+00,315000.0,228300,THREE FAMILY,1.3797634691195795
3080.0,3.0,2023/08/03 00:00:00+00,350000.0,249300,THREE FAMILY,1.4039310068190936
2193.0,2.0,2024/05/09 00:00:00+00,410000.0,291300,TWO FAMILY,1.4074836937864745
4028.0,3.0,2024/02/07 00:00:00+00,350000.0,236600,THREE FAMILY,1.4792899408284024
1328.0,1.0,2022/12/16 00:00:00+00,199900.0,163000,ONE FAMILY,1.2263803680981595
1312.0,1.0,2022/08/26 00:00:00+00,250000.0,181200,ONE FAMILY,1.379690949227373
2638.5,3.0,2023/08/09 00:00:00+00,155000.0,230500,THREE FAMILY,0.6724511930585684
2638.5,3.0,2023/08/09 00:00:00+00,155000.0,230500,THREE FAMILY,0.6724511930585684
2612.8,3.0,2021/06/07 00:00:00+00,335000.0,309000,THREE FAMILY,1.0841423948220066
3730.375,3.0,2022/04/01 00:00:00+00,350000.0,256600,THREE FAMILY,1.3639906469212784
4047.0,3.0,2024/03/18 00:00:00+00,367000.0,276300,THREE FAMILY,1.328266377126312
4047.0,3.0,2021/09/03 00:00:00+00,275000.0,276300,THREE FAMILY,0.9952949692363373
3778.5,3.0,2022/05/03 00:00:00+00,310000.0,239100,THREE FAMILY,1.2965286491007946
3182.40001,3.0,2021/02/17 00:00:00+00,220000.0,242700,THREE FAMILY,0.9064688916357643
1456.0,1.0,2023/04/14 00:00:00+00,232500.0,197700,ONE FAMILY,1.1760242792109257
3751.0,3.0,2020/12/16 00:00:00+00,245000.0,235800,THREE FAMILY,1.0390161153519932
3726.0,2.0,2021/08/16 00:00:00+00,195000.0,154200,TWO FAMILY,1.264591439688716
4380.0,3.0,2020/11/25 00:00:00+00,255000.0,269000,THREE FAMILY,0.9479553903345725
4392.0,2.0,2021/07/12 00:00:00+00,135000.0,221000,TWO FAMILY,0.6108597285067874
2794.0,2.0,2020/12/28 00:00:00+00,240000.0,241100,TWO FAMILY,0.9954375777685608
3042.75,2.0,2021/12/30 00:00:00+00,120000.0,188100,TWO FAMILY,0.6379585326953748
2732.0,2.0,2020/12/10 00:00:00+00,275000.0,250200,TWO FAMILY,1.09912070343725
3642.0,2.0,2022/05/24 00:00:00+00,187000.0,213900,TWO FAMILY,0.874240299205236
2336.0,2.0,2021/11/10 00:00:00+00,280000.0,203500,TWO FAMILY,1.375921375921376
3588.0,3.0,2022/01/04 00:00:00+00,345000.0,269800,THREE FAMILY,1.278724981467754
3069.0,3.0,2021/12/09 00:00:00+00,80000.0,102300,THREE FAMILY,0.7820136852394917
3891.0,3.0,2022/03/14 00:00:00+00,245000.0,216000,THREE FAMILY,1.1342592592592593
3891.0,3.0,2023/05/18 00:00:00+00,257500.0,216000,THREE FAMILY,1.1921296296296295
3262.5,2.0,2021/03/08 00:00:00+00,180000.0,227200,TWO FAMILY,0.7922535211267606
3275.5,3.0,2020/11/04 00:00:00+00,226500.0,230700,THREE FAMILY,0.9817945383615084
3668.0,3.0,2023/03/01 00:00:00+00,289000.0,210900,THREE FAMILY,1.3703176861071598
3342.75,3.0,2021/07/30 00:00:00+00,272000.0,250700,THREE FAMILY,1.0849621061029118
3668.0,3.0,2021/06/28 00:00:00+00,270000.0,244800,THREE FAMILY,1.1029411764705883
2400.0,2.0,2023/04/26 00:00:00+00,294000.0,216500,TWO FAMILY,1.3579676674364896
3691.20002,3.0,2023/04/06 00:00:00+00,306000.0,258800,THREE FAMILY,1.1823802163833075
3962.0,3.0,2021/11/23 00:00:00+00,310000.0,267500,THREE FAMILY,1.158878504672897
2145.0,3.0,2021/05/17 00:00:00+00,142800.0,140700,THREE FAMILY,1.0149253731343284
2655.0,1.0,2022/06/22 00:00:00+00,252000.0,239800,ONE FAMILY,1.0508757297748124
2448.0,2.0,2024/08/16 00:00:00+00,270000.0,205700,TWO FAMILY,1.3125911521633447
2032.20001,1.0,2021/01/27 00:00:00+00,100000.0,121900,ONE FAMILY,0.8203445447087777
3150.0,3.0,2020/12/22 00:00:00+00,225000.0,223000,THREE FAMILY,1.0089686098654709
3597.5,3.0,2023/03/03 00:00:00+00,290000.0,232100,THREE FAMILY,1.2494614390348988
2950.0,2.0,2023/09/06 00:00:00+00,220000.0,161100,TWO FAMILY,1.3656114214773432
2365.0,3.0,2022/09/09 00:00:00+00,230000.0,180700,THREE FAMILY,1.2728278915329274
2552.0,3.0,2022/09/09 00:00:00+00,225000.0,177600,THREE FAMILY,1.2668918918918919
2960.0,3.0,2021/01/11 00:00:00+00,211000.0,230600,THREE FAMILY,0.9150043365134432
3055.0,2.0,2022/05/11 00:00:00+00,340000.0,247800,TWO FAMILY,1.3720742534301857
2211.60001,2.0,2022/01/18 00:00:00+00,205000.0,189200,TWO FAMILY,1.0835095137420718
574.0,1.0,2023/02/09 00:00:00+00,42000.0,31600,CONDOMINIMUM,1.3291139240506329
2198.40001,2.0,2021/09/14 00:00:00+00,177560.0,199800,TWO FAMILY,0.8886886886886887
2198.40001,2.0,2022/11/01 00:00:00+00,260000.0,199800,TWO FAMILY,1.3013013013013013
2340.0,2.0,2022/11/22 00:00:00+00,257000.0,210000,TWO FAMILY,1.223809523809524
3802.5,3.0,2021/06/30 00:00:00+00,220500.0,256600,THREE FAMILY,0.8593141075604053
3927.0,3.0,2022/02/07 00:00:00+00,309000.0,257000,THREE FAMILY,1.2023346303501945
3852.0,3.0,2021/07/23 00:00:00+00,310000.0,296700,THREE FAMILY,1.0448264239973037
3384.75,3.0,2022/02/16 00:00:00+00,160000.0,193600,THREE FAMILY,0.8264462809917356
2883.0,3.0,2021/01/15 00:00:00+00,195000.0,210100,THREE FAMILY,0.9281294621608758
2736.5,3.0,2022/03/04 00:00:00+00,253000.0,198200,THREE FAMILY,1.2764883955600403
3810.0,3.0,2023/07/07 00:00:00+00,325000.0,234400,THREE FAMILY,1.386518771331058
3810.0,3.0,2023/07/07 00:00:00+00,275000.0,234400,THREE FAMILY,1.17320819112628
3410.0,3.0,2021/04/07 00:00:00+00,280000.0,244700,THREE FAMILY,1.1442582754393134
2491.40001,2.0,2021/10/21 00:00:00+00,250000.0,207400,TWO FAMILY,1.2054001928640308
2268.00001,2.0,2023/05/23 00:00:00+00,281000.0,202500,TWO FAMILY,1.3876543209876544
2093.0,2.0,2022/09/23 00:00:00+00,234000.0,209000,TWO FAMILY,1.1196172248803828
1843.20001,2.0,2020/10/08 00:00:00+00,215000.0,207900,TWO FAMILY,1.034151034151034
2160.0,2.0,2023/11/30 00:00:00+00,268500.0,224700,TWO FAMILY,1.1949265687583444
1349.0,1.0,2020/11/25 00:00:00+00,185000.0,184800,ONE FAMILY,1.001082251082251
3678.0,3.0,2023/07/25 00:00:00+00,305000.0,241800,THREE FAMILY,1.261373035566584
3716.0,3.0,2024/04/24 00:00:00+00,240500.0,259500,THREE FAMILY,0.9267822736030829
4050.0,3.0,2024/04/26 00:00:00+00,222201.0,273700,THREE FAMILY,0.8118414322250639
3316.0,2.0,2022/01/26 00:00:00+00,140000.0,147300,TWO FAMILY,0.9504412763068567
3707.5,3.0,2024/04/05 00:00:00+00,215878.0,219400,THREE FAMILY,0.983947128532361
1734.0,1.0,2023/08/02 00:00:00+00,255000.0,186900,ONE FAMILY,1.3643659711075442
2349.0,2.0,2023/07/15 00:00:00+00,150000.0,134400,TWO FAMILY,1.1160714285714286
2349.0,2.0,2024/07/15 00:00:00+00,150000.0,134400,TWO FAMILY,1.1160714285714286
2352.0,2.0,2022/03/04 00:00:00+00,292000.0,289700,TWO FAMILY,1.0079392474974112
2352.0,2.0,2021/03/31 00:00:00+00,171000.0,289700,TWO FAMILY,0.5902657921988264
2320.0,2.0,2023/09/15 00:00:00+00,190000.0,223000,TWO FAMILY,0.852017937219731
1662.40001,1.0,2023/11/17 00:00:00+00,230000.0,172800,ONE FAMILY,1.3310185185185186
3370.0,2.0,2022/04/06 00:00:00+00,305000.0,253400,TWO FAMILY,1.2036306235201262
912.0,1.0,2022/01/04 00:00:00+00,25000.0,48100,CONDOMINIMUM,0.5197505197505198
940.0,1.0,2022/05/31 00:00:00+00,105000.0,87300,CONDOMINIMUM,1.2027491408934707
1175.0,1.0,2021/03/01 00:00:00+00,105000.0,89800,CONDOMINIMUM,1.1692650334075725
940.0,1.0,2023/11/03 00:00:00+00,120000.0,87300,CONDOMINIMUM,1.3745704467353952
940.0,1.0,2021/07/27 00:00:00+00,92000.0,87300,CONDOMINIMUM,1.0538373424971363
975.0,1.0,2023/12/26 00:00:00+00,123000.0,88000,CONDOMINIMUM,1.3977272727272727
1251.0,1.0,2023/12/06 00:00:00+00,138000.0,93700,CONDOMINIMUM,1.472785485592316
940.0,1.0,2023/01/10 00:00:00+00,110000.0,87800,CONDOMINIMUM,1.2528473804100229
940.0,1.0,2022/07/07 00:00:00+00,96000.0,87300,CONDOMINIMUM,1.0996563573883162
2884.0,2.0,2021/05/06 00:00:00+00,275000.0,331300,TWO FAMILY,0.8300633866586176
3199.5,3.0,2022/10/28 00:00:00+00,277500.0,246900,THREE FAMILY,1.1239368165249088
1552.0,1.0,2020/10/20 00:00:00+00,122000.0,183500,ONE FAMILY,0.6648501362397821
3712.0,3.0,2023/04/21 00:00:00+00,300000.0,255800,THREE FAMILY,1.1727912431587177
3042.5,3.0,2022/10/13 00:00:00+00,290000.0,226100,THREE FAMILY,1.2826183104820876
3194.0,3.0,2022/01/25 00:00:00+00,250000.0,219500,THREE FAMILY,1.1389521640091116
3696.0,3.0,2021/02/03 00:00:00+00,170000.0,260400,THREE FAMILY,0.65284178187404
3187.5,3.0,2021/05/19 00:00:00+00,160000.0,211300,THREE FAMILY,0.7572172266919073
3235.0,2.0,2021/03/03 00:00:00+00,240000.0,247600,TWO FAMILY,0.9693053311793215
3220.75,3.0,2020/12/08 00:00:00+00,206500.0,213300,THREE FAMILY,0.9681200187529302
3350.5,3.0,2022/04/04 00:00:00+00,315000.0,264800,THREE FAMILY,1.1895770392749245
912.0,1.0,2021/02/03 00:00:00+00,123059.0,145200,ONE FAMILY,0.8475137741046832
3856.0,2.0,2020/10/19 00:00:00+00,265000.0,248100,TWO FAMILY,1.068117694478033
2592.5,2.0,2024/07/12 00:00:00+00,270000.0,227000,TWO FAMILY,1.1894273127753303
4068.0,3.0,2021/10/18 00:00:00+00,320000.0,281100,THREE FAMILY,1.1383849163998576
3937.60002,2.0,2024/05/16 00:00:00+00,375000.0,277800,TWO FAMILY,1.349892008639309
3084.0,2.0,2022/12/08 00:00:00+00,325000.0,245600,TWO FAMILY,1.3232899022801303
3283.0,3.0,2024/04/22 00:00:00+00,250000.0,220200,THREE FAMILY,1.1353315168029066
1491.0,2.0,2022/02/07 00:00:00+00,169000.0,170100,TWO FAMILY,0.993533215755438
3570.0,3.0,2021/04/08 00:00:00+00,242000.0,250800,THREE FAMILY,0.9649122807017544
3570.0,3.0,2022/04/28 00:00:00+00,335000.0,250800,THREE FAMILY,1.335725677830941
3510.0,3.0,2022/02/04 00:00:00+00,325000.0,297300,THREE FAMILY,1.093171880255634
1138.0,1.0,2023/11/08 00:00:00+00,240000.0,171900,ONE FAMILY,1.3961605584642234
4133.0,3.0,2022/07/01 00:00:00+00,278000.0,269700,THREE FAMILY,1.0307749351130886
3938.0,3.0,2022/07/01 00:00:00+00,278000.0,232200,THREE FAMILY,1.1972437553832902
3705.0,3.0,2021/09/02 00:00:00+00,280000.0,292800,THREE FAMILY,0.9562841530054644
2885.0,3.0,2020/11/25 00:00:00+00,190000.0,272100,THREE FAMILY,0.6982726938625505
