TotalFinishedArea,LivingUnits,SaleDate,SalePrice,TotalAppraisedValue,AssrLandUse,PriceRatio
3116.25,2.0,2021/12/13 00:00:00+00,187500.0,255700,TWO FAMILY,0.7332811888932342
3452.40001,2.0,2021/01/19 00:00:00+00,243000.0,228500,TWO FAMILY,1.0634573304157549
4591.5,2.0,2024/01/05 00:00:00+00,362500.0,361200,TWO FAMILY,1.0035991140642304
4029.0,3.0,2022/05/10 00:00:00+00,290000.0,316300,THREE FAMILY,0.9168510907366424
3957.25,3.0,2020/12/14 00:00:00+00,333500.0,338900,THREE FAMILY,0.9840660961935674
2826.80001,1.0,2020/11/10 00:00:00+00,175000.0,302500,ONE FAMILY,0.5785123966942148
3153.0,1.0,2022/09/09 00:00:00+00,420000.0,401800,ONE FAMILY,1.0452961672473868
4339.0,1.0,2022/09/28 00:00:00+00,415000.0,444600,ONE FAMILY,0.9334233018443545
4021.90002,1.0,2024/06/28 00:00:00+00,550000.0,400000,ONE FAMILY,1.375
4856.65,1.0,2022/07/21 00:00:00+00,630000.0,440900,ONE FAMILY,1.4288954411431163
4856.65,1.0,2023/01/27 00:00:00+00,610000.0,440900,ONE FAMILY,1.3835336811068268
4856.65,1.0,2022/03/28 00:00:00+00,580000.0,440900,ONE FAMILY,1.3154910410523928
4129.5,1.0,2024/06/18 00:00:00+00,460000.0,393000,ONE FAMILY,1.1704834605597965
3997.0,1.0,2022/08/08 00:00:00+00,630375.0,518400,ONE FAMILY,1.2160011574074074
3294.20001,1.0,2024/02/09 00:00:00+00,407000.0,374600,ONE FAMILY,1.0864922584089696
3075.20001,1.0,2024/07/12 00:00:00+00,492000.0,359800,ONE FAMILY,1.367426347971095
3253.30001,1.0,2024/07/17 00:00:00+00,287500.0,419400,ONE FAMILY,0.6855030996661898
3253.30001,1.0,2024/07/17 00:00:00+00,287500.0,419400,ONE FAMILY,0.6855030996661898
2924.75,1.0,2021/08/17 00:00:00+00,460000.0,418800,ONE FAMILY,1.0983763132760267
2677.40001,1.0,2023/01/05 00:00:00+00,418500.0,318900,ONE FAMILY,1.3123236124176858
3115.0,1.0,2021/07/01 00:00:00+00,420000.0,394800,ONE FAMILY,1.0638297872340425
3883.5,1.0,2021/08/19 00:00:00+00,455000.0,423000,ONE FAMILY,1.0756501182033098
3633.5,1.0,2021/09/08 00:00:00+00,462000.0,448600,ONE FAMILY,1.0298707088720465
4031.5,1.0,2022/03/07 00:00:00+00,425000.0,426800,ONE FAMILY,0.9957825679475164
3113.5,2.0,2021/11/15 00:00:00+00,399900.0,353800,TWO FAMILY,1.1302996042962126
3285.0,3.0,2021/04/16 00:00:00+00,403000.0,390600,THREE FAMILY,1.0317460317460319
3038.80001,1.0,2024/07/26 00:00:00+00,460000.0,378400,ONE FAMILY,1.215644820295983
4414.0,2.0,2021/11/09 00:00:00+00,360000.0,357800,TWO FAMILY,1.0061486864169928
4854.5,2.0,2021/03/05 00:00:00+00,313000.0,387000,TWO FAMILY,0.8087855297157622
3653.5,2.0,2022/02/18 00:00:00+00,167500.0,166600,TWO FAMILY,1.0054021608643458
3653.5,2.0,2021/11/03 00:00:00+00,170000.0,166600,TWO FAMILY,1.0204081632653061
4291.0,1.0,2024/04/02 00:00:00+00,300000.0,389600,ONE FAMILY,0.7700205338809035
3461.75,1.0,2023/08/21 00:00:00+00,439000.0,391700,ONE FAMILY,1.1207556803676282
3214.50001,1.0,2023/09/22 00:00:00+00,265000.0,308200,ONE FAMILY,0.8598312783906554
5224.125,1.0,2023/07/19 00:00:00+00,700000.0,561500,ONE FAMILY,1.2466607301869992
4267.20002,1.0,2021/09/14 00:00:00+00,540000.0,519400,ONE FAMILY,1.039661147477859
4267.20002,1.0,2023/09/20 00:00:00+00,700000.0,519400,ONE FAMILY,1.3477088948787062
5435.0,1.0,2021/11/19 00:00:00+00,480500.0,549000,ONE FAMILY,0.8752276867030966
4921.5,1.0,2021/03/09 00:00:00+00,589000.0,605000,ONE FAMILY,0.9735537190082645
4921.5,1.0,2021/09/27 00:00:00+00,615000.0,605000,ONE FAMILY,1.0165289256198347
6009.75,1.0,2022/06/16 00:00:00+00,899000.0,722900,ONE FAMILY,1.2436021579748235
6009.75,1.0,2023/07/21 00:00:00+00,900000.0,722900,ONE FAMILY,1.2449854751694565
2956.5,1.0,2021/02/25 00:00:00+00,400000.0,390700,ONE FAMILY,1.0238034297414895
3248.75,1.0,2020/10/01 00:00:00+00,409900.0,406900,ONE FAMILY,1.0073728188744162
3681.75,2.0,2021/07/29 00:00:00+00,275000.0,330900,TWO FAMILY,0.8310667875491085
4362.0,2.0,2024/05/28 00:00:00+00,425000.0,344400,TWO FAMILY,1.2340301974448316
3538.75,3.0,2024/01/16 00:00:00+00,380000.0,351300,THREE FAMILY,1.0816965556504412
4383.25,3.0,2024/01/29 00:00:00+00,425000.0,344600,THREE FAMILY,1.2333139872315728
3749.625,3.0,2024/01/29 00:00:00+00,375000.0,352700,THREE FAMILY,1.063226538134392
3753.75,3.0,2021/02/11 00:00:00+00,351000.0,360600,THREE FAMILY,0.9733777038269551
4314.0,3.0,2023/12/19 00:00:00+00,450000.0,392700,THREE FAMILY,1.145912910618793
3641.75,2.0,2024/01/05 00:00:00+00,425000.0,372300,ONE FAMILY,1.1415525114155252
3641.75,2.0,2021/09/09 00:00:00+00,360000.0,372300,ONE FAMILY,0.9669621273166801
3629.25,3.0,2022/03/03 00:00:00+00,385000.0,418200,THREE FAMILY,0.9206121472979436
3357.75,3.0,2021/09/02 00:00:00+00,318000.0,355300,THREE FAMILY,0.8950182943990993
2850.625,1.0,2024/07/31 00:00:00+00,499900.0,345800,ONE FAMILY,1.4456333140543667
3067.0,3.0,2023/07/19 00:00:00+00,400000.0,365800,THREE FAMILY,1.0934937124111537
3301.75,1.0,2022/04/19 00:00:00+00,407000.0,377200,ONE FAMILY,1.0790031813361611
3516.0,1.0,2022/07/05 00:00:00+00,450000.0,387800,ONE FAMILY,1.1603919546157813
3454.0,1.0,2021/06/02 00:00:00+00,505000.0,426300,ONE FAMILY,1.1846117757447807
5138.0,1.0,2022/12/13 00:00:00+00,500000.0,476000,ONE FAMILY,1.050420168067227
4288.00002,2.0,2021/04/01 00:00:00+00,425000.0,414600,TWO FAMILY,1.0250844187168355
5544.0,1.0,2023/10/17 00:00:00+00,551218.0,590200,ONE FAMILY,0.93395120298204
6995.725,1.0,2021/06/15 00:00:00+00,760000.0,765800,ONE FAMILY,0.9924262209454165
5676.25,1.0,2021/07/12 00:00:00+00,555000.0,609200,ONE FAMILY,0.9110308601444518
4201.5,1.0,2021/12/03 00:00:00+00,725000.0,635000,ONE FAMILY,1.141732283464567
3980.40002,1.0,2021/07/29 00:00:00+00,601000.0,488700,ONE FAMILY,1.229793329240843
2178.0,1.0,2022/09/13 00:00:00+00,377500.0,307900,ONE FAMILY,1.2260474179928549
2671.0,1.0,2021/07/28 00:00:00+00,463000.0,380700,ONE FAMILY,1.216180719726819
3697.875,1.0,2024/04/23 00:00:00+00,200000.0,369000,ONE FAMILY,0.5420054200542005
3336.0,1.0,2023/02/27 00:00:00+00,506000.0,370900,ONE FAMILY,1.3642491237530332
3207.5,1.0,2022/01/10 00:00:00+00,515000.0,439200,ONE FAMILY,1.1725865209471766
2097.5,1.0,2024/08/13 00:00:00+00,280000.0,250300,ONE FAMILY,1.1186576108669597
3318.0,1.0,2021/06/02 00:00:00+00,529500.0,422800,ONE FAMILY,1.2523651844843897
3318.0,1.0,2020/10/14 00:00:00+00,275000.0,422800,ONE FAMILY,0.6504257332071902
3498.0,1.0,2023/11/03 00:00:00+00,425000.0,386000,ONE FAMILY,1.1010362694300517
4461.5,1.0,2021/07/08 00:00:00+00,510000.0,520000,ONE FAMILY,0.9807692307692307
7538.125,1.0,2021/01/21 00:00:00+00,800000.0,859300,ONE FAMILY,0.9309903409752124
6802.0,1.0,2022/06/30 00:00:00+00,1130000.0,969800,ONE FAMILY,1.1651886987007631
7482.0,1.0,2023/11/01 00:00:00+00,975000.0,811300,ONE FAMILY,1.201774929126094
2304.0,1.0,2021/08/20 00:00:00+00,340000.0,354700,ONE FAMILY,0.9585565266422329
2213.0,1.0,2020/11/10 00:00:00+00,320000.0,402100,ONE FAMILY,0.7958219348420791
2213.0,1.0,2021/11/30 00:00:00+00,385000.0,402100,ONE FAMILY,0.9574732653568764
3652.5,1.0,2023/01/19 00:00:00+00,656000.0,593600,ONE FAMILY,1.105121293800539
7012.80003,1.0,2021/12/07 00:00:00+00,825000.0,732900,ONE FAMILY,1.125665165779779
3435.00001,1.0,2022/09/16 00:00:00+00,302500.0,351700,ONE FAMILY,0.8601080466306511
4329.00001,1.0,2023/01/31 00:00:00+00,625000.0,598300,ONE FAMILY,1.0446264415844895
4092.0,1.0,2021/03/31 00:00:00+00,655000.0,643000,ONE FAMILY,1.0186625194401244
1740.0,1.0,2023/12/05 00:00:00+00,430000.0,350200,ONE FAMILY,1.227869788692176
5985.0,1.0,2021/07/15 00:00:00+00,725000.0,720800,ONE FAMILY,1.005826859045505
6627.0,1.0,2023/05/30 00:00:00+00,1100000.0,798500,ONE FAMILY,1.3775829680651221
3283.20001,1.0,2021/06/07 00:00:00+00,470000.0,456200,ONE FAMILY,1.0302498903989479
5052.0,1.0,2020/10/29 00:00:00+00,620000.0,668200,ONE FAMILY,0.9278659084106555
1976.0,1.0,2022/09/16 00:00:00+00,280000.0,240000,CONDOMINIMUM,1.1666666666666667
2208.0,1.0,2024/08/16 00:00:00+00,375000.0,256900,CONDOMINIMUM,1.4597119501751654
2438.0,1.0,2021/03/16 00:00:00+00,260000.0,261700,CONDOMINIMUM,0.9935040122277417
2214.0,1.0,2021/01/05 00:00:00+00,266000.0,252200,CONDOMINIMUM,1.0547184773988898
2438.0,1.0,2022/08/03 00:00:00+00,329000.0,262500,CONDOMINIMUM,1.2533333333333334
4122.0,1.0,2022/10/19 00:00:00+00,715000.0,681100,ONE FAMILY,1.0497724269563942
5005.0,1.0,2021/06/02 00:00:00+00,632500.0,589500,ONE FAMILY,1.0729431721798135
4949.00001,1.0,2022/08/09 00:00:00+00,650000.0,668700,ONE FAMILY,0.9720352923583072
4372.0,1.0,2022/10/11 00:00:00+00,410000.0,447500,ONE FAMILY,0.9162011173184358
3818.0,1.0,2021/12/17 00:00:00+00,625000.0,619400,ONE FAMILY,1.009041007426542
4753.6,1.0,2021/05/27 00:00:00+00,710000.0,678900,ONE FAMILY,1.0458093975548681
3786.5,1.0,2020/12/28 00:00:00+00,375000.0,493900,ONE FAMILY,0.7592630087062159
4101.0,1.0,2022/07/05 00:00:00+00,575000.0,551100,ONE FAMILY,1.0433678098348758
3935.0,1.0,2024/03/13 00:00:00+00,665000.0,532400,ONE FAMILY,1.249060856498873
1698.0,1.0,2021/01/06 00:00:00+00,214000.0,244200,ONE FAMILY,0.8763308763308764
3081.70001,1.0,2023/08/29 00:00:00+00,479000.0,471500,ONE FAMILY,1.0159066808059385
3993.9,1.0,2022/02/22 00:00:00+00,500000.0,464000,ONE FAMILY,1.0775862068965518
3314.2,1.0,2021/07/13 00:00:00+00,600000.0,541000,ONE FAMILY,1.1090573012939002
3698.0,1.0,2024/08/13 00:00:00+00,630000.0,439200,ONE FAMILY,1.4344262295081966
4290.0,1.0,2021/05/12 00:00:00+00,592000.0,594300,ONE FAMILY,0.9961299007235404
3645.00001,1.0,2023/12/20 00:00:00+00,620000.0,515400,ONE FAMILY,1.2029491656965463
6006.25001,1.0,2024/03/12 00:00:00+00,350000.0,556500,ONE FAMILY,0.6289308176100629
3637.00001,1.0,2022/09/12 00:00:00+00,660000.0,492600,ONE FAMILY,1.3398294762484775
3637.00001,1.0,2022/03/21 00:00:00+00,360000.0,492600,ONE FAMILY,0.730816077953715
3584.5,2.0,2021/04/13 00:00:00+00,256250.0,305000,TWO FAMILY,0.8401639344262295
7216.0,1.0,2020/10/23 00:00:00+00,475000.0,531500,ONE FAMILY,0.8936970837253058
7216.0,1.0,2021/09/01 00:00:00+00,575000.0,531500,ONE FAMILY,1.0818438381937912
4659.60002,1.0,2023/11/08 00:00:00+00,750000.0,669000,ONE FAMILY,1.1210762331838564
4659.60002,1.0,2021/03/01 00:00:00+00,632250.0,669000,ONE FAMILY,0.945067264573991
4659.60002,1.0,2022/05/10 00:00:00+00,710000.0,669000,ONE FAMILY,1.0612855007473843
3584.80001,1.0,2023/02/23 00:00:00+00,397746.0,332500,ONE FAMILY,1.1962285714285714
3584.80001,1.0,2023/07/26 00:00:00+00,330000.0,332500,ONE FAMILY,0.9924812030075187
2212.0,1.0,2021/03/15 00:00:00+00,250900.0,260000,ONE FAMILY,0.965
2561.0,1.0,2022/03/08 00:00:00+00,460000.0,342900,ONE FAMILY,1.3414989792942549
3624.0,2.0,2022/01/27 00:00:00+00,375000.0,323100,TWO FAMILY,1.1606313834726092
2707.5,1.0,2022/07/06 00:00:00+00,315000.0,315300,ONE FAMILY,0.9990485252140818
3433.125,1.0,2020/10/29 00:00:00+00,267500.0,273300,ONE FAMILY,0.9787778997438712
2902.5,1.0,2021/08/19 00:00:00+00,300000.0,351300,ONE FAMILY,0.8539709649871904
3319.25,3.0,2022/09/09 00:00:00+00,390000.0,367700,THREE FAMILY,1.0606472667935818
1409.0,1.0,2022/05/03 00:00:00+00,205000.0,226500,ONE FAMILY,0.9050772626931567
3430.80001,2.0,2021/03/30 00:00:00+00,292000.0,281400,TWO FAMILY,1.0376687988628288
2115.25,1.0,2024/04/02 00:00:00+00,325000.0,242300,ONE FAMILY,1.341312422616591
1786.0,1.0,2021/12/20 00:00:00+00,130000.0,175800,ONE FAMILY,0.7394766780432309
2508.0,3.0,2022/04/22 00:00:00+00,376000.0,278700,THREE FAMILY,1.3491209185504127
2706.5,3.0,2021/08/03 00:00:00+00,168750.0,195500,THREE FAMILY,0.8631713554987213
3098.5,3.0,2020/10/19 00:00:00+00,305000.0,239200,THREE FAMILY,1.2750836120401339
573.0,1.0,2021/11/03 00:00:00+00,55000.0,46500,CONDOMINIMUM,1.1827956989247312
776.0,1.0,2024/07/09 00:00:00+00,75000.0,64800,CONDOMINIMUM,1.1574074074074074
1975.0,2.0,2022/03/31 00:00:00+00,199000.0,204000,TWO FAMILY,0.9754901960784313
2531.0,1.0,2022/06/02 00:00:00+00,254800.0,259300,ONE FAMILY,0.9826455842653298
2304.00001,2.0,2022/06/08 00:00:00+00,237000.0,216800,TWO FAMILY,1.0931734317343174
4031.5,3.0,2020/10/27 00:00:00+00,285000.0,322100,THREE FAMILY,0.8848183793852841
1799.0,1.0,2024/01/16 00:00:00+00,140000.0,173500,ONE FAMILY,0.8069164265129684
3772.0,3.0,2022/08/15 00:00:00+00,200000.0,245600,THREE FAMILY,0.8143322475570033
2467.25,1.0,2021/07/20 00:00:00+00,266000.0,250100,ONE FAMILY,1.0635745701719312
4200.0,3.0,2021/11/01 00:00:00+00,340000.0,302100,THREE FAMILY,1.1254551473022179
4200.0,3.0,2022/07/14 00:00:00+00,365000.0,298200,THREE FAMILY,1.2240107310529846
3741.0,3.0,2020/12/28 00:00:00+00,315000.0,314500,THREE FAMILY,1.0015898251192368
2177.70001,1.0,2022/04/06 00:00:00+00,187000.0,241900,ONE FAMILY,0.7730467135179826
3127.5,3.0,2021/12/15 00:00:00+00,255000.0,224500,THREE FAMILY,1.135857461024499
2184.0,2.0,2023/10/13 00:00:00+00,300000.0,212000,TWO FAMILY,1.4150943396226414
3957.0,3.0,2023/07/07 00:00:00+00,350000.0,249200,THREE FAMILY,1.404494382022472
2803.75,3.0,2021/04/21 00:00:00+00,170000.0,209700,THREE FAMILY,0.8106819265617549
1172.0,1.0,2024/04/30 00:00:00+00,230000.0,158000,ONE FAMILY,1.4556962025316456
1172.0,1.0,2022/05/23 00:00:00+00,106500.0,158000,ONE FAMILY,0.6740506329113924
1172.0,1.0,2021/05/25 00:00:00+00,189900.0,179200,ONE FAMILY,1.0597098214285714
1171.0,1.0,2022/12/01 00:00:00+00,115000.0,142900,ONE FAMILY,0.8047585724282715
1172.0,1.0,2020/10/23 00:00:00+00,192000.0,180800,ONE FAMILY,1.0619469026548674
2131.25,2.0,2022/04/13 00:00:00+00,171400.0,168100,TWO FAMILY,1.0196311719214752
2131.25,2.0,2021/12/13 00:00:00+00,290000.0,195600,TWO FAMILY,1.4826175869120655
2131.25,2.0,2021/03/31 00:00:00+00,149000.0,195600,TWO FAMILY,0.7617586912065439
2480.0,2.0,2020/12/22 00:00:00+00,220000.0,180100,TWO FAMILY,1.2215435868961688
2608.375,2.0,2022/06/07 00:00:00+00,235000.0,220700,TWO FAMILY,1.0647938377888537
3742.5,3.0,2023/07/06 00:00:00+00,325000.0,232000,THREE FAMILY,1.4008620689655173
3742.5,3.0,2023/04/03 00:00:00+00,225000.0,240000,THREE FAMILY,0.9375
2661.60001,2.0,2023/09/01 00:00:00+00,298500.0,219200,TWO FAMILY,1.3617700729927007
2661.60001,2.0,2024/08/28 00:00:00+00,320000.0,219200,TWO FAMILY,1.4598540145985401
2575.0,2.0,2021/04/26 00:00:00+00,173000.0,240000,TWO FAMILY,0.7208333333333333
2195.5,2.0,2022/08/15 00:00:00+00,285000.0,223600,TWO FAMILY,1.2745974955277282
2633.75,2.0,2021/06/15 00:00:00+00,122350.0,185700,TWO FAMILY,0.6588583737210555
761.75,1.0,2022/03/31 00:00:00+00,136500.0,139900,ONE FAMILY,0.9756969263759828
3307.5,3.0,2022/09/22 00:00:00+00,315000.0,236800,THREE FAMILY,1.3302364864864864
2829.0,3.0,2020/11/19 00:00:00+00,257900.0,230200,THREE FAMILY,1.1203301476976542
3775.75,2.0,2022/01/03 00:00:00+00,310000.0,312400,TWO FAMILY,0.9923175416133163
3933.875,2.0,2023/04/17 00:00:00+00,304000.0,293900,TWO FAMILY,1.0343654304185097
3800.5,2.0,2024/04/10 00:00:00+00,350000.0,276300,TWO FAMILY,1.2667390517553383
2934.0,3.0,2022/12/20 00:00:00+00,315000.0,249500,THREE FAMILY,1.2625250501002003
3594.25,2.0,2022/02/28 00:00:00+00,175000.0,274300,TWO FAMILY,0.6379876048122494
3594.25,2.0,2024/09/16 00:00:00+00,342500.0,274300,TWO FAMILY,1.2486328837039737
3440.75,3.0,2021/12/23 00:00:00+00,298000.0,235300,THREE FAMILY,1.2664683382915427
2977.0,1.0,2021/04/14 00:00:00+00,284777.0,269900,ONE FAMILY,1.055120414968507
3134.00001,2.0,2022/07/07 00:00:00+00,285000.0,283800,TWO FAMILY,1.0042283298097252
2648.0,2.0,2021/11/19 00:00:00+00,190000.0,256500,TWO FAMILY,0.7407407407407407
3740.0,3.0,2022/10/06 00:00:00+00,330000.0,258200,THREE FAMILY,1.2780790085205267
3988.55001,4.0,2023/01/24 00:00:00+00,320000.0,229200,APT FOUR,1.3961605584642234
616.0,1.0,2022/05/31 00:00:00+00,80500.0,101000,ONE FAMILY,0.7970297029702971
3516.775,3.0,2021/05/10 00:00:00+00,270000.0,238300,THREE FAMILY,1.1330255979857322
3651.0,3.0,2022/11/01 00:00:00+00,387800.0,307100,THREE FAMILY,1.2627808531422988
1960.0,2.0,2020/12/16 00:00:00+00,180000.0,196900,TWO FAMILY,0.9141696292534282
2263.0,2.0,2022/02/22 00:00:00+00,233000.0,205700,TWO FAMILY,1.1327175498298494
3368.5,3.0,2021/11/01 00:00:00+00,85000.0,107300,THREE FAMILY,0.7921714818266542
1516.0,1.0,2023/02/21 00:00:00+00,120000.0,96200,ONE FAMILY,1.2474012474012475
2581.20001,2.0,2021/06/23 00:00:00+00,189900.0,181500,TWO FAMILY,1.0462809917355371
4408.5,3.0,2020/10/22 00:00:00+00,310000.0,330700,THREE FAMILY,0.937405503477472
4242.0,3.0,2023/03/21 00:00:00+00,293000.0,285500,THREE FAMILY,1.0262697022767076
3786.75,3.0,2021/10/21 00:00:00+00,250000.0,280200,THREE FAMILY,0.8922198429693077
4249.96,3.0,2021/06/30 00:00:00+00,324900.0,303500,THREE FAMILY,1.070510708401977
3790.5,3.0,2023/03/20 00:00:00+00,325000.0,277100,THREE FAMILY,1.1728617827499097
3886.5,3.0,2024/08/21 00:00:00+00,95000.0,64200,THREE FAMILY,1.4797507788161994
3401.375,3.0,2022/07/21 00:00:00+00,285000.0,272100,THREE FAMILY,1.047409040793826
2595.0,3.0,2022/11/14 00:00:00+00,367500.0,300500,THREE FAMILY,1.2229617304492513
2716.25,2.0,2022/07/06 00:00:00+00,275000.0,246500,TWO FAMILY,1.1156186612576064
3409.0,3.0,2022/02/25 00:00:00+00,262000.0,280800,THREE FAMILY,0.9330484330484331
2238.0,2.0,2022/01/28 00:00:00+00,200000.0,168500,TWO FAMILY,1.1869436201780414
3058.5,4.0,2021/12/23 00:00:00+00,159000.0,226400,APT FOUR,0.7022968197879859
3075.0,2.0,2021/10/12 00:00:00+00,206190.0,189000,TWO FAMILY,1.090952380952381
3265.625,2.0,2022/05/12 00:00:00+00,330000.0,266100,TWO FAMILY,1.2401352874859075
3780.0,3.0,2023/12/08 00:00:00+00,375000.0,261500,THREE FAMILY,1.4340344168260037
3780.0,3.0,2022/05/02 00:00:00+00,325000.0,261500,THREE FAMILY,1.24282982791587
1241.0,1.0,2022/03/01 00:00:00+00,123000.0,138400,ONE FAMILY,0.888728323699422
869.0,1.0,2021/06/28 00:00:00+00,89900.0,74500,CONDOMINIMUM,1.2067114093959732
923.0,1.0,2021/06/01 00:00:00+00,73500.0,72500,CONDOMINIMUM,1.013793103448276
923.0,1.0,2021/08/30 00:00:00+00,77900.0,72500,CONDOMINIMUM,1.0744827586206898
869.0,1.0,2023/03/10 00:00:00+00,114500.0,78400,CONDOMINIMUM,1.4604591836734695
765.0,1.0,2022/06/01 00:00:00+00,79900.0,62100,CONDOMINIMUM,1.286634460547504
896.0,1.0,2022/06/03 00:00:00+00,65000.0,92200,CONDOMINIMUM,0.7049891540130152
1207.0,1.0,2021/03/04 00:00:00+00,89900.0,104600,CONDOMINIMUM,0.8594646271510517
1208.0,1.0,2022/02/08 00:00:00+00,125000.0,104600,CONDOMINIMUM,1.1950286806883366
649.0,1.0,2021/12/22 00:00:00+00,63000.0,56500,CONDOMINIMUM,1.1150442477876106
1187.0,1.0,2020/10/07 00:00:00+00,110000.0,100900,CONDOMINIMUM,1.0901883052527255
1187.0,1.0,2024/08/01 00:00:00+00,123597.0,100900,CONDOMINIMUM,1.2249454905847375
923.0,1.0,2022/09/01 00:00:00+00,95000.0,74700,CONDOMINIMUM,1.2717536813922357
896.0,1.0,2021/09/30 00:00:00+00,82500.0,78800,CONDOMINIMUM,1.0469543147208122
649.0,1.0,2022/10/18 00:00:00+00,45000.0,56500,CONDOMINIMUM,0.7964601769911505
1187.0,1.0,2022/07/25 00:00:00+00,110000.0,100900,CONDOMINIMUM,1.0901883052527255
896.0,1.0,2022/08/16 00:00:00+00,115000.0,79600,CONDOMINIMUM,1.4447236180904524
1207.0,1.0,2022/05/31 00:00:00+00,147000.0,107300,CONDOMINIMUM,1.369990680335508
861.0,1.0,2022/03/01 00:00:00+00,105000.0,77000,CONDOMINIMUM,1.3636363636363635
923.0,1.0,2023/05/30 00:00:00+00,100000.0,73200,CONDOMINIMUM,1.366120218579235
888.0,1.0,2023/02/02 00:00:00+00,105000.0,72600,CONDOMINIMUM,1.4462809917355373
923.0,1.0,2022/08/08 00:00:00+00,102000.0,74500,CONDOMINIMUM,1.3691275167785235
923.0,1.0,2023/07/17 00:00:00+00,95000.0,74700,CONDOMINIMUM,1.2717536813922357
896.0,1.0,2024/06/25 00:00:00+00,126000.0,84600,CONDOMINIMUM,1.4893617021276595
1198.0,1.0,2022/06/13 00:00:00+00,200000.0,143500,CONDOMINIMUM,1.3937282229965158
1207.0,1.0,2023/12/20 00:00:00+00,160000.0,137000,CONDOMINIMUM,1.167883211678832
861.0,1.0,2022/04/18 00:00:00+00,79900.0,87600,CONDOMINIMUM,0.9121004566210046
861.0,1.0,2023/03/27 00:00:00+00,95000.0,87600,CONDOMINIMUM,1.0844748858447488
923.0,1.0,2022/12/19 00:00:00+00,115000.0,79800,CONDOMINIMUM,1.4411027568922306
888.0,1.0,2023/08/18 00:00:00+00,60500.0,79100,CONDOMINIMUM,0.7648546144121365
2780.0,1.0,2024/04/15 00:00:00+00,229900.0,210600,CONDOMINIMUM,1.0916429249762583
861.0,1.0,2023/01/30 00:00:00+00,78000.0,79300,CONDOMINIMUM,0.9836065573770492
1153.0,1.0,2023/08/28 00:00:00+00,159000.0,110100,CONDOMINIMUM,1.444141689373297
873.0,1.0,2021/01/25 00:00:00+00,75000.0,71600,CONDOMINIMUM,1.047486033519553
711.0,1.0,2024/04/19 00:00:00+00,83000.0,55800,CONDOMINIMUM,1.4874551971326164
1157.0,1.0,2023/06/02 00:00:00+00,139900.0,103400,CONDOMINIMUM,1.3529980657640233
1153.0,1.0,2021/07/20 00:00:00+00,117000.0,110100,CONDOMINIMUM,1.0626702997275204
873.0,1.0,2022/08/23 00:00:00+00,79500.0,71600,CONDOMINIMUM,1.1103351955307263
1157.0,1.0,2024/08/29 00:00:00+00,150000.0,103400,CONDOMINIMUM,1.4506769825918762
888.0,1.0,2022/03/04 00:00:00+00,105000.0,76700,CONDOMINIMUM,1.3689700130378097
711.0,1.0,2022/06/10 00:00:00+00,71500.0,61800,CONDOMINIMUM,1.156957928802589
888.0,1.0,2022/06/13 00:00:00+00,78500.0,72600,CONDOMINIMUM,1.081267217630854
1171.0,1.0,2023/11/06 00:00:00+00,145000.0,108600,CONDOMINIMUM,1.3351749539594844
1157.0,1.0,2023/02/10 00:00:00+00,119900.0,106100,CONDOMINIMUM,1.1300659754948161
896.0,1.0,2022/02/18 00:00:00+00,97500.0,81000,CONDOMINIMUM,1.2037037037037037
873.0,1.0,2022/04/21 00:00:00+00,81370.0,77400,CONDOMINIMUM,1.0512919896640827
888.0,1.0,2021/07/13 00:00:00+00,80000.0,77600,CONDOMINIMUM,1.0309278350515463
896.0,1.0,2022/06/27 00:00:00+00,85000.0,86000,CONDOMINIMUM,0.9883720930232558
1153.0,1.0,2023/11/09 00:00:00+00,115000.0,142100,CONDOMINIMUM,0.8092892329345531
1161.0,1.0,2022/09/19 00:00:00+00,161000.0,142400,CONDOMINIMUM,1.1306179775280898
888.0,1.0,2023/03/10 00:00:00+00,95000.0,79100,CONDOMINIMUM,1.2010113780025284
652.0,1.0,2023/04/03 00:00:00+00,70000.0,63000,CONDOMINIMUM,1.1111111111111112
652.0,1.0,2022/02/28 00:00:00+00,69900.0,63000,CONDOMINIMUM,1.1095238095238096
1161.0,1.0,2021/09/03 00:00:00+00,152000.0,153100,CONDOMINIMUM,0.992815153494448
888.0,1.0,2022/01/20 00:00:00+00,94000.0,79800,CONDOMINIMUM,1.1779448621553885
2031.5,1.0,2024/06/28 00:00:00+00,305000.0,286100,ONE FAMILY,1.0660608178958406
3937.0,1.0,2022/05/02 00:00:00+00,140000.0,179000,ONE FAMILY,0.7821229050279329
2463.0,2.0,2020/10/09 00:00:00+00,220000.0,264800,TWO FAMILY,0.8308157099697885
3654.5,3.0,2022/09/01 00:00:00+00,420000.0,377700,THREE FAMILY,1.1119936457505957
3654.75,2.0,2022/09/30 00:00:00+00,334000.0,258000,TWO FAMILY,1.2945736434108528
2380.0,2.0,2024/08/16 00:00:00+00,340000.0,236600,TWO FAMILY,1.4370245139475908
9424.0,2.0,2020/10/01 00:00:00+00,850000.0,1171400,MULTI DWLG,0.7256274543281543
9424.0,2.0,2020/10/01 00:00:00+00,850000.0,1171400,MULTI DWLG,0.7256274543281543
3305.375,1.0,2021/11/15 00:00:00+00,405000.0,405600,ONE FAMILY,0.9985207100591716
3339.20001,1.0,2021/08/19 00:00:00+00,535000.0,516800,ONE FAMILY,1.035216718266254
